Age,Gender,City_Type,Annual_Income,Education_Level,Occupation,Steps_Per_Day,Workout_Days_Per_Week,Preferred_Workout_Type,Workout_Duration_Min,Calories_Burned_Per_Day,Uses_Fitness_App,Features_Used,App_Usage_Frequency,Subscribed_Premium,Motivators_For_Upgrade,Willingness_To_Pay,Fitness_Importance_1_10,Biggest_Challenge,Fitness_Motivated_By,Preferred_Device,NPS_Recommend_1_10,Content_Engaged,Interested_In_Group_Challenges,Fitness_Goal
29,Male,Metro,100217,High School,Retired,5772,3,Mixed,33,616,Yes,"Workout Plans, Diet Tracking",Daily,No,"Ad-free Experience, Advanced Analytics, Personalized Plans",508,4,Lack of Time,Family,Smartphone,4,Challenges,Yes,Weight Loss
32,Male,Metro,103797,Graduate,Professional,5995,3,Cardio,58,763,Yes,"Challenges, Step Tracker",Daily,No,"Advanced Analytics, Personalized Plans",215,7,Motivation,Family,Smartphone,6,Articles,No,General Wellness
20,Male,Metro,82918,Graduate,Student,9324,1,Cardio,34,809,Yes,"Step Tracker, Workout Plans, Social Community",Daily,No,Ad-free Experience,255,5,Motivation,Family,Smartwatch,8,Video Workouts,Yes,Weight Loss
49,Male,Metro,119580,Graduate,Retired,5919,3,Cardio,31,549,Yes,"Workout Plans, Diet Tracking, Progress Tracking, Step Tracker",Weekly,No,Custom Diet Plans,483,8,Motivation,Self,Smartphone,8,Articles,Yes,Weight Loss
31,Female,Metro,36716,High School,Retired,11518,1,Mixed,9,521,Yes,"Diet Tracking, Step Tracker",Daily,Yes,"Ad-free Experience, Personalized Plans",611,6,Guidance,Self,Smartphone,9,Live Classes,Yes,General Wellness
30,Prefer not to say,Urban,152300,Graduate,Student,7748,1,Strength Training,51,529,Yes,"Step Tracker, Workout Plans, Diet Tracking, Challenges",Weekly,No,"Ad-free Experience, Social Competitions",167,8,Motivation,Family,Smartphone,4,Video Workouts,No,Weight Loss
35,Male,Rural,141721,Postgraduate,Professional,5559,7,Cardio,44,808,Yes,"Social Community, Diet Tracking, Step Tracker",Daily,No,Personalized Plans,413,5,Motivation,Friends,Smartwatch,7,Articles,No,Rehabilitation
33,Male,Metro,95588,Graduate,Professional,9433,4,Cardio,30,725,Yes,Challenges,Never,No,Personalized Plans,284,5,Cost,Family,Smartwatch,9,Articles,Yes,General Wellness
31,Female,Urban,161280,Postgraduate,Professional,8559,4,Mixed,31,559,No,None,Never,No,None,564,4,Lack of Time,Family,Smartphone,5,None,No,None
23,Female,Urban,28902,Graduate,Professional,2864,2,Mixed,30,400,Yes,"Diet Tracking, Workout Plans, Progress Tracking",Daily,No,Advanced Analytics,385,4,Guidance,Self,Fitness Band,7,Live Classes,No,Weight Loss
33,Female,Semi-Urban,50908,Postgraduate,Professional,4413,6,Yoga,31,497,Yes,Progress Tracking,Daily,No,"Advanced Analytics, Social Competitions, Personalized Plans",369,5,Guidance,Self,Fitness Band,10,Community Posts,Yes,Rehabilitation
45,Male,Metro,45814,Graduate,Retired,6711,4,Yoga,55,796,No,None,Never,No,None,305,3,Motivation,Family,Smartphone,4,None,No,Weight Loss
40,Male,Metro,94915,Graduate,Professional,3040,5,Strength Training,55,774,Yes,"Step Tracker, Diet Tracking, Social Community",Daily,Yes,Advanced Analytics,938,7,Cost,Family,Fitness Band,9,Live Classes,Yes,Weight Loss
42,Female,Metro,39141,Graduate,Student,12226,2,Strength Training,27,856,Yes,"Social Community, Progress Tracking, Workout Plans",Monthly,Yes,"Advanced Analytics, Personalized Plans",753,8,Guidance,Self,Smartphone,8,Video Workouts,No,Weight Loss
25,Male,Urban,96639,Graduate,Professional,9055,7,Mixed,21,839,No,None,Never,No,None,300,2,Motivation,Family,Smartphone,2,None,No,Muscle Gain
22,Female,Semi-Urban,131303,Postgraduate,Professional,6966,5,Cardio,39,689,Yes,"Step Tracker, Diet Tracking, Progress Tracking",Monthly,No,"1:1 Coach, Personalized Plans",254,4,Guidance,Friends,Fitness Band,5,Video Workouts,Yes,Weight Loss
28,Male,Metro,93676,Graduate,Homemaker,6143,6,Strength Training,31,475,Yes,Social Community,Daily,Yes,Personalized Plans,688,6,Cost,Self,Smartphone,8,Challenges,Yes,Muscle Gain
30,Female,Metro,76257,Graduate,Professional,5500,1,Strength Training,20,400,No,None,Never,No,None,232,3,Other,Self,Smartphone,3,None,No,Weight Loss
38,Male,Rural,40378,Postgraduate,Professional,2089,2,Strength Training,33,400,No,None,Never,No,None,473,5,Guidance,Friends,Smartwatch,1,None,No,Weight Loss
16,Female,Semi-Urban,43328,Graduate,Professional,2667,2,Strength Training,45,400,Yes,"Challenges, Workout Plans, Step Tracker, Progress Tracking",Daily,No,"Advanced Analytics, 1:1 Coach, Ad-free Experience",132,4,Health Issues,Self,Smartphone,5,Articles,Yes,General Wellness
42,Male,Rural,370800,Graduate,Professional,11752,2,Strength Training,8,703,Yes,"Workout Plans, Challenges, Step Tracker, Diet Tracking",Daily,No,Social Competitions,333,4,Lack of Time,Family,Smartphone,6,Video Workouts,No,Weight Loss
28,Female,Urban,390804,Graduate,Professional,10933,6,Cardio,110,1478,No,None,Never,No,None,423,4,Guidance,Self,Smartphone,4,None,No,General Wellness
26,Male,Metro,64892,Graduate,Professional,5560,0,Strength Training,71,485,Yes,"Diet Tracking, Challenges, Step Tracker, Progress Tracking",Rarely,No,Personalized Plans,391,5,Lack of Time,Family,Smartphone,6,Community Posts,No,General Wellness
21,Female,Urban,53693,Graduate,Professional,9269,0,Cardio,19,539,Yes,"Challenges, Social Community, Step Tracker",Rarely,No,Advanced Analytics,263,9,Lack of Time,Self,Smartphone,6,Community Posts,No,Athletic Training
16,Female,Urban,24030,Graduate,Professional,8266,2,Cardio,9,400,Yes,"Workout Plans, Social Community",Never,No,"1:1 Coach, Personalized Plans, Advanced Analytics",429,5,Guidance,Self,None,5,Live Classes,Yes,Muscle Gain
36,Female,Metro,38737,Other,Professional,8560,1,Cardio,41,536,Yes,"Progress Tracking, Workout Plans, Social Community, Step Tracker",Monthly,Yes,"Social Competitions, Personalized Plans, Advanced Analytics",567,8,Cost,Friends,Smartphone,8,Video Workouts,No,None
30,Female,Urban,172079,Graduate,Retired,3437,1,Sports,48,400,No,None,Never,No,None,347,5,Motivation,Self,Fitness Band,5,None,No,General Wellness
19,Female,Urban,34883,Graduate,Retired,2479,5,Strength Training,12,455,No,None,Never,No,None,428,5,Cost,Self,Smartphone,4,None,No,Rehabilitation
19,Female,Metro,72746,Graduate,Professional,9956,3,Yoga,93,876,No,None,Never,No,None,405,4,Motivation,Family,Fitness Band,2,None,No,Weight Loss
27,Male,Semi-Urban,109504,Postgraduate,Professional,2051,0,Sports,26,400,No,None,Never,No,None,268,3,Motivation,Self,None,2,None,No,General Wellness
43,Female,Urban,35331,Postgraduate,Professional,6629,3,Yoga,24,563,Yes,"Step Tracker, Diet Tracking, Challenges, Workout Plans",Monthly,No,"Custom Diet Plans, 1:1 Coach, Advanced Analytics",493,9,Motivation,Self,Smartphone,8,Video Workouts,Yes,General Wellness
27,Male,Rural,72573,Graduate,Professional,6080,2,Strength Training,19,473,Yes,Workout Plans,Daily,No,Social Competitions,360,5,Motivation,Self,Smartwatch,6,Challenges,Yes,Weight Loss
17,Male,Metro,105763,Postgraduate,Professional,5849,1,Strength Training,57,574,Yes,"Progress Tracking, Step Tracker",Weekly,No,1:1 Coach,3356,5,Motivation,Family,None,6,Challenges,No,General Wellness
28,Male,Metro,66586,Graduate,Retired,7786,4,Strength Training,58,712,Yes,"Progress Tracking, Step Tracker, Challenges",Weekly,Yes,"Ad-free Experience, Custom Diet Plans, Advanced Analytics",867,7,Guidance,Family,Fitness Band,7,Challenges,Yes,General Wellness
27,Male,Urban,277673,Graduate,Retired,5306,4,Yoga,15,403,Yes,Progress Tracking,Rarely,No,"Social Competitions, Custom Diet Plans, Personalized Plans",484,3,Lack of Time,Family,Smartphone,7,Video Workouts,Yes,Muscle Gain
15,Female,Metro,28730,Graduate,Professional,7989,4,Strength Training,30,652,Yes,Step Tracker,Daily,No,"Custom Diet Plans, Advanced Analytics, 1:1 Coach",373,7,Lack of Time,Family,Fitness Band,6,Live Classes,Yes,Weight Loss
29,Female,Urban,112348,Graduate,Professional,7352,4,Mixed,44,628,No,None,Never,No,None,445,1,Guidance,Influencers,Smartwatch,3,None,No,General Wellness
28,Female,Urban,60693,Graduate,Homemaker,12246,0,Mixed,77,751,Yes,Diet Tracking,Daily,No,Ad-free Experience,375,5,Guidance,Family,Smartphone,5,Live Classes,Yes,Weight Loss
35,Male,Metro,97339,Postgraduate,Homemaker,3536,7,Cardio,19,400,Yes,"Challenges, Diet Tracking",Daily,No,"1:1 Coach, Social Competitions",204,5,Motivation,Family,Smartphone,8,Live Classes,Yes,General Wellness
44,Male,Urban,82508,Graduate,Student,7073,5,Cardio,25,640,Yes,"Workout Plans, Challenges",Daily,Yes,"Ad-free Experience, 1:1 Coach",745,10,Lack of Time,Friends,Smartphone,7,Live Classes,Yes,Weight Loss
39,Male,Urban,45863,Doctorate,Professional,8078,6,Yoga,5,539,Yes,"Social Community, Progress Tracking, Step Tracker, Challenges",Daily,No,"Social Competitions, Advanced Analytics",380,3,Motivation,Influencers,Smartphone,8,Community Posts,Yes,Weight Loss
27,Male,Metro,74198,Graduate,Professional,6358,0,Cardio,32,457,Yes,"Challenges, Step Tracker, Diet Tracking, Workout Plans",Daily,No,"Personalized Plans, Ad-free Experience, Social Competitions",420,4,Cost,Self,Smartwatch,4,Video Workouts,Yes,Weight Loss
21,Male,Rural,26135,Graduate,Professional,3657,7,Cardio,47,663,No,None,Never,No,None,334,3,Health Issues,Self,Smartphone,6,None,No,General Wellness
50,Male,Semi-Urban,89466,Graduate,Professional,10142,5,Mixed,25,722,Yes,"Diet Tracking, Step Tracker, Social Community, Workout Plans",Daily,No,"Social Competitions, Ad-free Experience, Custom Diet Plans",258,5,Cost,Family,Smartphone,9,Articles,No,Rehabilitation
30,Male,Urban,76809,Graduate,Student,7842,5,Cardio,35,722,Yes,"Workout Plans, Step Tracker",Daily,No,Ad-free Experience,428,5,Lack of Time,Family,Fitness Band,3,Video Workouts,Yes,Weight Loss
30,Female,Urban,91065,Graduate,Professional,3832,1,None,23,400,Yes,"Step Tracker, Workout Plans",Daily,No,"Ad-free Experience, Advanced Analytics",192,5,Cost,Family,Smartphone,5,Live Classes,Yes,Weight Loss
29,Female,Urban,112314,High School,Professional,8096,4,Sports,38,696,Yes,"Workout Plans, Progress Tracking, Diet Tracking, Step Tracker",Daily,No,"Social Competitions, Ad-free Experience, Custom Diet Plans",525,3,Lack of Time,Friends,Smartphone,7,Community Posts,No,Muscle Gain
31,Prefer not to say,Rural,79523,Graduate,Student,11253,7,Sports,59,1322,No,None,Never,No,None,322,4,Motivation,Family,Smartphone,2,None,No,General Wellness
28,Female,Urban,71256,Graduate,Professional,6909,4,Cardio,10,409,Yes,"Progress Tracking, Step Tracker, Social Community",Rarely,No,"Custom Diet Plans, Ad-free Experience, Personalized Plans",379,2,Lack of Time,Self,Smartphone,6,Community Posts,No,Muscle Gain
25,Female,Urban,42593,Postgraduate,Homemaker,6994,3,Cardio,7,483,No,None,Never,No,None,417,3,Cost,Family,Smartphone,4,None,No,Weight Loss
25,Male,Semi-Urban,46345,Graduate,Homemaker,10920,7,Strength Training,44,853,Yes,"Workout Plans, Diet Tracking, Challenges, Progress Tracking",Weekly,No,"1:1 Coach, Advanced Analytics",420,5,Guidance,Self,Smartphone,6,Video Workouts,Yes,Muscle Gain
29,Female,Metro,119774,Graduate,Professional,4574,3,Cardio,43,547,Yes,"Social Community, Challenges",Daily,Yes,"Ad-free Experience, Social Competitions, Personalized Plans",488,9,Guidance,Influencers,Smartphone,8,Articles,Yes,Weight Loss
25,Female,Semi-Urban,135695,Graduate,Professional,11318,3,Cardio,65,781,Yes,"Progress Tracking, Social Community",Weekly,No,"Advanced Analytics, 1:1 Coach, Personalized Plans",448,8,Guidance,Friends,Smartwatch,5,Live Classes,No,Muscle Gain
24,Male,Metro,58744,Postgraduate,Other,9432,3,Strength Training,44,705,Yes,"Step Tracker, Workout Plans, Social Community, Diet Tracking",Weekly,No,"Personalized Plans, Ad-free Experience",386,5,Lack of Time,Self,Smartwatch,2,Community Posts,Yes,Weight Loss
30,Male,Metro,67710,Postgraduate,Professional,4689,7,Cardio,49,735,No,None,Never,No,None,273,5,Motivation,Self,Smartphone,5,None,No,General Wellness
27,Female,Metro,84190,Graduate,Professional,5329,0,Cardio,21,417,Yes,"Diet Tracking, Challenges, Progress Tracking, Step Tracker",Daily,No,"Advanced Analytics, 1:1 Coach",260,5,Guidance,Self,Fitness Band,8,Live Classes,No,Rehabilitation
42,Male,Rural,118940,Graduate,Professional,5687,3,Mixed,62,573,No,None,Never,No,None,309,2,Guidance,Self,Smartwatch,7,None,No,General Wellness
15,Female,Semi-Urban,92291,High School,Professional,2416,4,Cardio,21,400,Yes,Challenges,Daily,No,"Personalized Plans, 1:1 Coach, Ad-free Experience",194,8,Cost,Friends,Smartphone,3,Live Classes,Yes,Muscle Gain
38,Female,Urban,174662,Other,Professional,7651,5,Cardio,7,679,Yes,"Progress Tracking, Step Tracker",Daily,No,Custom Diet Plans,556,6,Motivation,Self,Manual Entry,8,Live Classes,Yes,Muscle Gain
39,Male,Urban,42652,Graduate,Retired,4802,3,Yoga,16,452,Yes,"Diet Tracking, Progress Tracking, Step Tracker",Daily,No,"Ad-free Experience, Advanced Analytics, Custom Diet Plans",528,6,Cost,Friends,Smartwatch,3,Challenges,Yes,Weight Loss
15,Male,Urban,54775,Graduate,Professional,7741,6,None,61,881,Yes,Diet Tracking,Weekly,No,"Advanced Analytics, Ad-free Experience",404,7,Motivation,Self,Smartphone,10,Live Classes,Yes,General Wellness
27,Male,Rural,74289,Graduate,Professional,3772,7,Strength Training,33,571,Yes,"Social Community, Diet Tracking, Step Tracker",Daily,No,"Custom Diet Plans, Social Competitions, Ad-free Experience",323,6,Cost,Family,Smartphone,7,Live Classes,No,General Wellness
27,Male,Urban,91422,High School,Retired,9307,0,Cardio,18,733,Yes,"Social Community, Diet Tracking, Step Tracker",Daily,No,Advanced Analytics,326,5,Motivation,Family,Smartphone,5,Articles,No,Athletic Training
18,Male,Metro,59406,Doctorate,Student,8844,2,Yoga,20,572,Yes,"Social Community, Step Tracker, Workout Plans",Never,No,1:1 Coach,440,3,Other,Self,Smartphone,8,Articles,No,Weight Loss
23,Female,Metro,42766,Graduate,Professional,5235,0,Mixed,72,400,Yes,"Workout Plans, Challenges",Daily,No,"Ad-free Experience, Advanced Analytics, Personalized Plans",560,5,Lack of Time,Family,Smartwatch,6,Challenges,No,General Wellness
21,Male,Semi-Urban,102816,Graduate,Professional,7899,2,Mixed,30,508,Yes,Progress Tracking,Weekly,No,"Social Competitions, Advanced Analytics",281,6,Cost,Family,Manual Entry,7,Challenges,No,General Wellness
44,Male,Urban,94898,Graduate,Professional,7207,3,Yoga,43,574,Yes,"Diet Tracking, Workout Plans, Challenges, Progress Tracking",Daily,Yes,1:1 Coach,532,7,Guidance,Friends,Smartphone,8,Live Classes,No,Weight Loss
37,Male,Metro,41850,Postgraduate,Student,10705,6,Strength Training,120,1436,Yes,Diet Tracking,Daily,No,"Custom Diet Plans, 1:1 Coach",535,7,Lack of Time,Self,Fitness Band,10,Community Posts,No,General Wellness
40,Female,Metro,130316,Postgraduate,Professional,4418,5,Yoga,20,400,Yes,Workout Plans,Daily,No,"Custom Diet Plans, Advanced Analytics",135,6,Lack of Time,Self,Smartphone,10,Community Posts,Yes,Rehabilitation
35,Male,Semi-Urban,118788,Graduate,Professional,6619,1,Cardio,72,421,Yes,"Step Tracker, Workout Plans, Progress Tracking",Daily,No,Ad-free Experience,228,4,Cost,Self,Smartphone,5,Video Workouts,Yes,Athletic Training
20,Male,Metro,70767,Graduate,Professional,5398,1,Yoga,20,400,Yes,"Step Tracker, Workout Plans",Daily,Yes,Personalized Plans,662,6,Lack of Time,Self,Fitness Band,9,Community Posts,No,General Wellness
25,Female,Urban,68857,Postgraduate,Professional,7112,3,Sports,42,680,Yes,Social Community,Daily,No,"1:1 Coach, Custom Diet Plans, Social Competitions",162,5,Lack of Time,Influencers,Manual Entry,7,Community Posts,No,Weight Loss
33,Female,Rural,87293,High School,Professional,8333,3,None,66,724,Yes,Social Community,Daily,Yes,Personalized Plans,866,7,Other,Family,Smartphone,6,Articles,No,Athletic Training
20,Male,Metro,43008,Graduate,Student,5370,2,Cardio,32,447,Yes,"Challenges, Workout Plans, Progress Tracking",Daily,No,"Advanced Analytics, Social Competitions, 1:1 Coach",452,6,Cost,Family,Smartphone,5,Video Workouts,No,General Wellness
35,Female,Metro,67172,Graduate,Professional,6089,6,Cardio,12,637,Yes,"Step Tracker, Social Community, Progress Tracking, Workout Plans",Daily,Yes,"Personalized Plans, Custom Diet Plans",613,7,Lack of Time,Influencers,Smartphone,10,Video Workouts,Yes,Weight Loss
28,Male,Urban,22557,Other,Student,9415,6,Yoga,25,883,Yes,"Diet Tracking, Workout Plans, Challenges, Step Tracker",Monthly,No,Advanced Analytics,503,5,Guidance,Friends,Smartphone,7,Articles,No,Weight Loss
27,Male,Semi-Urban,102562,Graduate,Retired,10393,2,Yoga,9,611,Yes,"Workout Plans, Challenges, Progress Tracking, Step Tracker",Daily,No,"Ad-free Experience, Social Competitions, Custom Diet Plans",523,7,Guidance,Family,Smartphone,8,Community Posts,No,Weight Loss
35,Male,Urban,30310,Postgraduate,Professional,8233,6,Mixed,61,896,Yes,"Step Tracker, Progress Tracking, Diet Tracking, Challenges",Daily,Yes,Advanced Analytics,683,8,Health Issues,Friends,Smartphone,7,Community Posts,Yes,Weight Loss
33,Male,Rural,140324,Postgraduate,Professional,6655,2,Cardio,91,581,Yes,"Workout Plans, Progress Tracking",Daily,No,"Personalized Plans, 1:1 Coach",295,4,Cost,Self,Smartphone,6,Video Workouts,No,General Wellness
27,Female,Metro,56102,Graduate,Professional,6417,4,Cardio,30,652,Yes,Progress Tracking,Daily,Yes,Custom Diet Plans,1038,8,Health Issues,Friends,Smartwatch,8,Community Posts,Yes,Weight Loss
39,Male,Urban,59525,Graduate,Professional,8370,3,Strength Training,20,578,Yes,"Challenges, Step Tracker, Workout Plans, Diet Tracking",Daily,No,Personalized Plans,436,8,Lack of Time,Self,Smartphone,6,Video Workouts,No,Weight Loss
21,Male,Urban,48345,Graduate,Professional,7569,1,Strength Training,56,519,Yes,Workout Plans,Daily,Yes,Custom Diet Plans,738,8,Guidance,Self,Smartphone,5,Community Posts,No,Muscle Gain
34,Female,Semi-Urban,57295,Graduate,Homemaker,2877,6,Mixed,113,1011,Yes,"Step Tracker, Social Community",Weekly,No,Ad-free Experience,513,6,Lack of Time,Self,Smartwatch,5,Live Classes,Yes,Muscle Gain
34,Female,Metro,134492,Graduate,Homemaker,8430,3,Strength Training,64,682,Yes,"Step Tracker, Challenges, Workout Plans, Diet Tracking",Daily,No,"Personalized Plans, 1:1 Coach",386,4,Lack of Time,None,Smartwatch,8,Articles,Yes,Weight Loss
27,Male,Semi-Urban,19074,High School,Professional,4848,4,Mixed,42,601,Yes,"Step Tracker, Diet Tracking, Progress Tracking, Social Community",Daily,No,Custom Diet Plans,289,7,Cost,Friends,Smartphone,6,Challenges,Yes,Weight Loss
32,Female,Urban,125302,Postgraduate,Student,3457,2,Yoga,11,400,Yes,Step Tracker,Daily,No,Social Competitions,359,9,Lack of Time,Self,Smartphone,7,Live Classes,Yes,Weight Loss
19,Male,Metro,78355,Doctorate,Professional,2829,0,Sports,11,400,Yes,"Diet Tracking, Workout Plans",Weekly,No,Ad-free Experience,474,4,Guidance,Self,Smartwatch,7,Community Posts,Yes,General Wellness
37,Female,Metro,36188,Graduate,Professional,6459,1,Strength Training,30,423,Yes,"Diet Tracking, Step Tracker, Workout Plans, Social Community",Daily,No,"Personalized Plans, Ad-free Experience",110,4,Health Issues,Self,Smartphone,7,Challenges,Yes,Weight Loss
28,Female,Semi-Urban,38651,Graduate,Professional,4458,3,Mixed,36,465,Yes,"Workout Plans, Progress Tracking",Daily,No,Custom Diet Plans,315,6,Motivation,Self,Smartphone,9,Live Classes,No,Muscle Gain
25,Female,Metro,153000,High School,Professional,1184,4,Cardio,27,400,Yes,"Progress Tracking, Social Community",Daily,No,Custom Diet Plans,515,7,Lack of Time,Friends,Smartphone,5,Articles,Yes,Weight Loss
38,Male,Metro,41243,Postgraduate,Homemaker,6103,2,Yoga,23,478,Yes,"Workout Plans, Step Tracker, Diet Tracking, Challenges",Daily,Yes,Social Competitions,623,7,Cost,Self,Smartphone,8,Challenges,Yes,Weight Loss
24,Male,Metro,37172,Postgraduate,Student,5773,4,Cardio,20,472,Yes,"Diet Tracking, Step Tracker, Challenges",Daily,Yes,"Social Competitions, 1:1 Coach",931,6,Other,Family,Smartphone,9,Challenges,No,Muscle Gain
18,Male,Semi-Urban,116851,Graduate,Professional,6625,4,Strength Training,31,591,Yes,Progress Tracking,Monthly,No,"1:1 Coach, Personalized Plans, Social Competitions",519,5,Cost,None,Smartphone,8,Articles,No,Weight Loss
